1000_USA-road-d.BAY.gr;181.02300000190735;48051.87999999998;48250.0;0.0041061139896376615
1000_USA-road-d.COL.gr;90.03600001335144;29672.76;29672.76;0.0
1000_USA-road-d.NY.gr;58.30400013923645;43329.05;43329.05;0.0
1100_USA-road-d.BAY.gr;181.24899983406067;63733.70737708337;82422.56;0.2267443843398777
1100_USA-road-d.COL.gr;182.125;36453.51222222222;42766.5;0.14761525441122794
1100_USA-road-d.NY.gr;180.66799998283386;68593.62444773022;70089.23000000001;0.02133859299452692
1200_USA-road-d.BAY.gr;103.8840000629425;76338.22;76338.22;0.0
1200_USA-road-d.COL.gr;182.87099981307983;37005.654409425624;42766.5;0.13470463074075212
1200_USA-road-d.NY.gr;49.787999868392944;72565.99;72565.99;0.0
1300_USA-road-d.BAY.gr;181.51600003242493;66207.83393442618;6.4331375929998934e7;0.9989708313715151
1300_USA-road-d.COL.gr;181.96399998664856;34127.96712319748;42505.7;0.19709669236837693
1300_USA-road-d.NY.gr;65.2739999294281;67883.94;67883.94;0.0
1400_USA-road-d.BAY.gr;84.8840000629425;79990.96999999997;79995.28;5.387817881288465e-5
1400_USA-road-d.COL.gr;183.9649999141693;34681.42353939447;42505.7;0.18407593477123135
1400_USA-road-d.NY.gr;87.2590000629425;67877.18999999999;67883.94;9.943441703611416e-5
1500_USA-road-d.BAY.gr;181.29699993133545;69795.10792388416;79379.73;0.12074394906754952
1500_USA-road-d.COL.gr;182.44799995422363;34999.88500881834;42505.7;0.17658372856303176
1500_USA-road-d.NY.gr;177.53600001335144;66475.47;66475.47;0.0
